""	"AqFl1-002"	"AqFl1-003"	"AqFl1-005"	"AqFl1-007"	"AqFl1-009"	"AqFl1-011"	"AqFl1-013"	"AqFl1-014"	"AqFl1-019"	"AqFl1-021"	"AqFl1-022"	"AqFl1-024"	"AqFl1-025"	"AqFl1-028"	"AqFl1-029"	"AqFl1-030"	"AqFl1-034"	"AqFl1-035"	"AqFl1-038"	"AqFl1-039"	"AqFl1-043"	"AqFl1-045"	"AqFl1-046"	"AqFl1-047"	"AqFl1-049"	"AqFl1-050"	"AqFl1-055"	"AqFl1-056"	"AqFl1-057"	"AqFl1-058"	"AqFl1-059"	"AqFl1-064"	"AqFl1-069"	"AqFl1-070"	"AqFl1-071"	"AqFl1-072"	"AqFl1-073"	"AqFl1-075"	"AqFl1-076"	"AqFl1-077"	"AqFl1-084"	"AqFl1-086"	"AqFl1-088"	"AqFl1-089"	"AqFl1-092"	"AqFl1-094"	"AqFl1-095"
"AqFl1-043"	2.72490728680127	0.542632349372616	1.01860795216674	2.13002252557328	2.3128997791239	0.394099383937128	1.77617616178241	2.25565913300262	1.02907699479504	2.37099836074413	3.43496547174107	2.09930019243084	2.48645995355659	0.40313776575745	2.21344083822985	1.60501830788906	0.574616324508088	2.50517387383911	2.2729256665498	1.16061048456047	0	2.38560878085906	0.204539417934299	2.33302998766058	2.45062762477524	3.30652410272167	2.02297930302151	0.368058193064016	0.463255235814616	2.10132230009233	2.34446695659165	1.25722154705115	2.01351119834812	2.40130120623817	1.19937121169013	2.31739792078264	2.420325715727	0.948074333514038	1.38984076099097	2.50742280747835	0.148981645416485	1.5079305541169	2.20240145738532	2.23865416753044	0.562433103140046	2.12120762323955	0.121426895962891
"AqFl1-045"	0.674680576523454	2.27896812842844	2.03820079122416	0.390238707659257	0.225628230296757	2.67431541982978	2.33565991714996	1.64704593858515	2.29684721545858	0.545064748232819	3.08950543028391	1.55759500442871	0.261718900187325	2.46131600183619	0.404897775373272	2.42604846714989	2.09951750190922	0.228253268330739	0.143380516299872	2.39179973169575	2.38560878085906	0	2.5778016369409	0.292107045594206	0.259796497667084	3.27171900516663	0.703570681188483	2.62963384067327	2.43893460496494	1.97861497725152	0.731181299740139	2.11417949788173	1.22809284028109	2.27312013781192	2.06987089220572	0.0809796202104626	2.4589238199601	2.06909488507119	2.09740699523813	0.538144685890546	2.52135221910207	3.21242482704063	1.08667869879687	0.259615221382669	2.65142094440653	0.594260723690247	2.40388447723576
"AqFl1-046"	2.89780815033283	0.572546195885583	1.09657175569305	2.32041742060548	2.49906500164234	0.259737390490733	1.81501876391862	2.43485396655263	1.08661540054744	2.56662454602834	3.47858959229918	2.28188758070801	2.67371994762151	0.366468715587804	2.40458965055397	1.6197027262348	0.68796690945426	2.69142927594033	2.4625027480285	1.1901751042826	0.204539417934299	2.5778016369409	0	2.52497291575134	2.6348767951144	3.33248009956535	2.21784973123887	0.309278869531809	0.44805588817814	2.26820794339109	2.50874428510676	1.30430831490262	2.20748583020558	2.45821998317686	1.29350044217071	2.51018018223288	2.56570507552415	1.0327757246345	1.44522524610726	2.68230400794906	0.135663812233836	1.50786400499297	2.39869983456019	2.42484064802345	0.563104383069204	2.31501926874492	0.189253528298159
"AqFl1-047"	0.862092601311216	2.25582688428468	1.91273116674876	0.209797082601942	0.283023607311783	2.5983258723396	2.45233222701516	1.42348286687172	2.13482872250391	0.305186070426025	3.25154956334998	1.34635744059861	0.257110043997491	2.39632838174437	0.147375065605779	2.50429046151066	1.99577099771548	0.390828756059061	0.319595747645948	2.23420566028022	2.33302998766058	0.292107045594206	2.52497291575134	0	0.443863598062561	3.44928837820215	0.481285339561165	2.54384489823426	2.35806670929465	1.78594389766181	0.717465594253823	2.1556998047366	1.03690511961945	2.38186038607924	1.88880482660152	0.243969587115633	2.25679133061077	1.93188351480936	2.17188858181507	0.736403062268607	2.46177083229236	3.05994481257089	0.888037273147878	0.288821260794933	2.54666330607818	0.350230460539902	2.34527952210605
"AqFl1-049"	0.433651302039295	2.28722337077679	2.04138851923673	0.509942098252259	0.20319065480993	2.72447551128576	2.24024698511345	1.85785171438759	2.34269971779898	0.739371597157176	2.87714401473406	1.76999579556466	0.255486806336446	2.49021659341724	0.542396965195546	2.33442372376496	2.14905828540375	0.100537144075809	0.236288337997275	2.40881956512813	2.45062762477524	0.259796497667084	2.6348767951144	0.443863598062561	0	3.09302982860299	0.882774593402296	2.7002656995852	2.47020580758326	2.19664930867537	0.541156332703429	2.04586860704416	1.44674031616453	2.08780960737613	2.11719133179785	0.306574419023903	2.67763089515327	2.09468558659369	2.02472042709044	0.299727864076586	2.59027875792698	3.35576884568695	1.31195594087984	0.262171318128338	2.74547244572059	0.766380949480023	2.45908256738404
"AqFl1-050"	2.86001062139475	2.80955678999794	3.23319139133011	3.35430279086858	3.17830750590212	3.4397256028677	1.53671037371337	4.57487087973112	3.69748859075572	3.73618914524288	0.644916338925652	4.42790461924082	3.32331278274153	3.17324020851335	3.45684595212977	1.72447445587683	3.34126563140831	3.1904982900811	3.16466727320191	3.59637323016022	3.30652410272167	3.27171900516663	3.33248009956535	3.44928837820215	3.09302982860299	0	3.65471421932803	3.59618925571371	3.25762059268111	4.71714207609767	2.93531772370804	2.10723707620949	4.12971537387604	1.28440330477524	3.701023173798	3.28601226121661	5.19330695788743	3.38677845270194	1.93857445005593	2.82528250100742	3.41632565707052	4.80900434600504	4.12899032104082	3.16107958292437	3.84923134475183	3.61298704230797	3.27820886373669
"AqFl1-055"	1.30935579373342	2.0387997547193	1.65233851892478	0.387574413061652	0.69092278403561	2.2791134235504	2.48830737430692	1.00315313849314	1.78737091221313	0.362449101562846	3.50537474058144	0.903682707234515	0.732120869474686	2.11587493494612	0.36060576027121	2.49555302981029	1.67649011938931	0.85428469704656	0.687714537859971	1.92813767273866	2.02297930302151	0.703570681188483	2.21784973123887	0.481285339561165	0.882774593402296	3.65471421932803	0	2.19608119690712	2.06465162938782	1.33242120835881	1.02235195440809	2.09733110590009	0.598305801501507	2.54700613314566	1.54297392216295	0.627746971261495	1.81059274076818	1.63088089613981	2.14821070600993	1.14842009219986	2.13817793440264	2.60245043789236	0.516993827571544	0.649152801906598	2.16144409359563	0.137750425885943	2.04044467949789
"AqFl1-056"	2.99018293060799	0.793260766267083	1.04509774434035	2.34048814579378	2.54773701472464	0.223917810849547	2.08281735244481	2.30324307361712	0.902276264066098	2.55461651220149	3.7099302391815	2.16161099178363	2.71023008070972	0.465726772622625	2.41424481646316	1.87545134399469	0.62651703144542	2.74790874992656	2.52003885384793	1.03990977633647	0.368058193064016	2.62963384067327	0.309278869531809	2.54384489823426	2.7002656995852	3.59618925571371	2.19608119690712	0	0.453968309210415	2.11393825942469	2.56269928917725	1.52856225811343	2.13097534807264	2.6625304277872	1.13357016153117	2.55727119997103	2.37335571900618	0.938783930403739	1.69069074275947	2.77543210490638	0.255922492400791	1.23708491818774	2.33515961973068	2.47311111301963	0.286260675597995	2.30210234219333	0.339090290076508
"AqFl1-057"	2.72020117990807	0.494350842946865	0.687208711265672	2.14885628770353	2.32670367970825	0.330903082991451	1.77989253538676	2.33716931004976	0.732965062863717	2.41116505676243	3.32739993965586	2.19520207904887	2.49398224290585	0.140078757240034	2.23047621443544	1.54114163611965	0.40658991338984	2.52551742226918	2.31646555581999	0.775776912213099	0.463255235814616	2.43893460496494	0.44805588817814	2.35806670929465	2.47020580758326	3.25762059268111	2.06465162938782	0.453968309210415	0	2.23870247099838	2.26456856242115	1.16943084905126	2.11993385085575	2.26452932683539	0.947761646008049	2.37042572447735	2.5520960143995	0.645779815041272	1.36668173300081	2.51465683493498	0.485627309580952	1.61711635088389	2.29612413219607	2.25301509102674	0.687773687737469	2.15210046249275	0.344173582608428
"AqFl1-058"	2.62961694292321	2.42469099510897	2.06364896113526	1.71732124339582	2.01553095293257	2.29837367115047	3.32909209548294	0.479427471790913	1.86238013158225	1.54215190294404	4.66382528091286	0.459267848351604	2.04217634230261	2.3118882026726	1.68653456443571	3.27511740195935	1.87791742865014	2.16265847694672	1.98341192629302	2.11311938633391	2.10132230009233	1.97861497725152	2.26820794339109	1.78594389766181	2.19664930867537	4.71714207609767	1.33242120835881	2.11393825942469	2.23870247099838	0	2.32798633200496	2.840903871584	0.75210657235873	3.63046376385933	1.70687449509716	1.90857013492887	0.498260048061446	1.92578203721494	2.93376377769778	2.46256340015732	2.14104140430922	1.81725334847944	0.93294924725215	1.97313347069953	1.9164649877988	1.45485845991692	2.14784149028596
"AqFl1-059"	0.627196677033053	2.11017075610969	1.74562779637863	0.674325567356131	0.514357466414766	2.55634858756377	2.09348655124708	1.98663900579235	2.09159156758368	0.988011561482807	2.66050179853968	1.90227420387495	0.581153351919728	2.29747330897949	0.722836450580875	2.12582943018311	1.96409151874871	0.584933895650426	0.639821431758952	2.1024267197539	2.34446695659165	0.731181299740139	2.50874428510676	0.717465594253823	0.541156332703429	2.93531772370804	1.02235195440809	2.56269928917725	2.26456856242115	2.32798633200496	0	1.82453032628649	1.6178826563163	1.8004620159014	1.86246018997136	0.727978832683307	2.79750540450252	1.8311848012814	1.848804056367	0.537602946236416	2.48076133289182	3.29557812022719	1.5212715746699	0.514150638027512	2.63495487650119	0.921806949618977	2.32617828193105
"AqFl1-064"	2.12543447074551	0.738315243052443	1.20917859958746	1.96942250913932	1.9891502354846	1.38891354616415	0.66344307290893	2.79397916788298	1.63118384233232	2.3456673893397	2.18339130858168	2.638495946784	2.17952410013524	1.09786168043786	2.07955832440438	0.457792325007851	1.23911399604173	2.1337119367389	1.97401342599726	1.57677606843475	1.25722154705115	2.11417949788173	1.30430831490262	2.1556998047366	2.04586860704416	2.10723707620949	2.09733110590009	1.52856225811343	1.16943084905126	2.840903871584	1.82453032628649	0	2.41809658632084	1.15849999787942	1.67611560291295	2.07531702434839	3.27043260767902	1.33373112415243	0.247432624496053	1.95009480597246	1.37467323609012	2.7247222657283	2.50615236191331	1.92923251612127	1.77004378502422	2.12246666391382	1.21178491895702
"AqFl1-069"	1.87993288329535	2.18312762295428	1.81659663211035	0.978214903168246	1.26901209902643	2.26632526917559	2.8499776020494	0.478477388658293	1.7973700194998	0.80421680069156	4.03201440002345	0.344764408545182	1.29361265426049	2.17993645005231	0.943646085514644	2.8375986232953	1.72408843910368	1.41097211774346	1.23694339588039	2.00233349600704	2.01351119834812	1.22809284028109	2.20748583020558	1.03690511961945	1.44674031616453	4.12971537387604	0.598305801501507	2.13097534807264	2.11993385085575	0.75210657235873	1.6178826563163	2.41809658632084	0	3.04263010559736	1.58020790781072	1.15842279403432	1.23306203373618	1.73459660452982	2.48311794117755	1.71818019108403	2.10088066925753	2.25706229197481	0.238833095174035	1.23042292831068	2.02149691346102	0.71540324597661	2.05034787008602
